player,elo
Santiago Giraldo,1504.4086623490653
Carlos Berlocq,1454.1713307687571
Joao Sousa,1472.7876051763553
Jiri Lehecka,1473.7468580544833
Thiago Agustin Tirante,1469.3451447483587
Mischa Zverev,1431.901475330306
Werner Eschauer,1504.9914632885352
Viktor Durasovic,1515.815212105139
Daniel Nestor,1474.9938952317323
Mardy Fish,1530.9226838034685
Filip Krajinovic,1454.439518781414
Marton Fucsovics,1410.9136626617892
Kryce Didier Momo Kassa,1510.28774368332
Irakli Labadze,1509.4249887221547
Marcelo Rios,1546.670100038841
Jonas Bjorkman,1530.5983811855294
Ricardas Berankis,1493.1989040406265
Yen Hsun Lu,1509.681681820847
Sargis Sargsian,1510.5750112778453
Jerome Kym,1516.555905178068
Taylor Fritz,1787.808914405092
Konstantin Kravchuk,1443.0099206692603
Abedallah Shelbayh,1467.317286114068
Andrei Pavel,1417.5827622023685
Fernando Gonzalez,1381.1230773525876
Mikael Ymer,1536.8224407661125
Lucas Pouille,1558.7990874101952
Martin Damm Sr,1485.2359033999728
Jonas Svensson,1513.846036241747
Inigo Cervantes Huegun,1506.4764215422495
Karlis Ozolins,1520.0
Javier Barranco Cosano,1522.6577180565018
Jan Lennard Struff,1424.6178388452067
Juan Pablo Ficovich,1520.57548736664
Alexandre Penaud,1480.0
Francisco Clavet,1486.9663403297068
Jan Siemerink,1483.2348319808548
Duje Ajdukovic,1487.2409446007646
Guido Pella,1500.4356547158523
Ozan Baris,1490.238144578646
Hugo Gaston,1435.9533131405105
Yannick Hanfmann,1471.447370726014
Paul Jubb,1496.0242086522687
Kyle Edmund,1524.5916514021985
Omar Camporese,1529.7330453451827
Elliot Benchetrit,1531.043927517258
Federico Cina,1486.841586830383
Leonardo Mayer,1584.9860822382536
Brian Gottfried,1539.2238603393228
Inaki Montes De La Torre,1479.4366630678314
Chris Guccione,1524.3594479284407
Victor Pecci,1514.4251675422722
Hubert Hurkacz,1823.0791702692366
Agustin Velotti,1490.0
Andrej Martin,1488.8084609812393
Bjorn Phau,1488.8128522564948
Jack Draper,1403.622346966485
Roberto Quiroz,1489.060706879062
Filip Bergevi,1510.0
Todd Martin,1609.2443723290307
Preston Stearns,1510.0
Sam Querrey,1572.1918230797473
Horacio Zeballos,1487.5352093751558
Jan Gunnarsson,1522.2282334709182
Balazs Taroczy,1480.0
Arklon Huertas Del Pino,1490.0
Roman Andres Burruchaga,1489.6142695415538
Christoph Negritu,1518.8499774443092
Alex Bolt,1543.8381395177603
Jordi Arrese,1486.403039704061
Andrea Collarini,1490.0
Andrew Castle,1509.3174531127859
Rainer Schuettler,1570.8670707291094
Jay Clarke,1488.8727181683892
Mark Woodforde,1503.1032524439815
Robin Vik,1491.175532582486
Chase Buchanan,1490.0
Tomas Machac,1434.7451776481564
Dalibor Svrcina,1499.371074437825
David Ferrer,1674.236964521396
Dominic Thiem,1418.2430947313198
Taylor Dent,1527.0747444314088
Peter Lundgren,1479.3719776965752
Emilio Gomez,1519.4487275345327
Otto Virtanen,1441.4201007734687
Sebastien Lareau,1495.0983611170964
Goran Ivanisevic,1444.220811417795
Yannick Mertens,1490.5750112778453
Julian Reister,1480.0
Ruben Ramirez Hidalgo,1483.8499434418268
Marc Lopez,1494.0643797591863
Marsel Ilhan,1491.8162955254438
Jesper De Jong,1745.6584796319828
Nick Hardt,1465.5844208533827
Luca Van Assche,1434.3017028501056
Evan Furness,1490.0
Ruben Gonzales,1510.573112156991
Petr Korda,1607.0786425246413
Fernon Wibier,1485.5552940569055
Lukas Rosol,1471.3464924550733
Marcelo Filippini,1498.9930451284902
David Perez Sanz,1509.6127148914231
Daniel Elahi Galan,1554.3212467984804
Mauricio Echazu,1490.0
Patrick Brady,1489.7119158398536
Pierre Hugues Herbert,1548.334064011323
Denis Istomin,1583.5717891136107
Shintaro Mochizuki,1491.5363513974626
Scoville Jenkins,1510.903173331492
Mili Poljicak,1461.1500225556908
William Rejchtman Vinciguerra,1495.8029267758034
Matthias Bachinger,1495.2966532369426
Yuki Bhambri,1499.71225631668
Evan Zhu,1490.0
Amir Weintraub,1510.0
Nicolas Arseneault,1509.816536883036
Tomas Barrios Vera,1477.782484697807
Federico Delbonis,1459.4127396768995
Lukas Klein,1529.1113015110886
Leander Paes,1514.8478588716334
Martin Jaite,1468.811780142649
Adam Walton,1494.9671003738179
Hunter Reese,1489.5990008313727
Nicolas Lapentti,1554.7942130758065
Jelle Sels,1453.8886763333821
Fabian Marozsan,1560.2686173317393
Rio Noguchi,1508.3942882022561
Ernests Gulbis,1551.2946125278036
Jean Rene Lisnard,1494.9771702331814
Alejandro Tabilo,1625.6710319002066
Maximo Gonzalez,1475.148503987986
Adrian Andreev,1470.4277298439647
Ryan Seggerman,1490.0
Thiago Seyboth Wild,1558.859585454998
Bu Yunchaokete,1458.5070946159385
Sergio Casal,1519.365145674629
Radu Albot,1503.8853911169563
J J Wolf,1504.69825728094
Nicolas Alvarez Varona,1481.611501666155
Renzo Olivo,1477.1883704713734
Olivier Delaitre,1469.6657522625073
Yibing Wu,1574.0466104009502
Nicolas Mahut,1509.960042542988
Michiel Schapers,1487.027123928504
Kim Warwick,1520.0
Marius Copil,1484.712900174225
Scott Griekspoor,1480.0813333554058
Ugo Humbert,1722.9390040313565
Wojtek Fibak,1490.0
Tommy Haas,1673.308080515761
Jean Yves Aubone,1520.0
Cem Ilkel,1519.4633740029394
Ilie Nastase,1482.4133615326723
Paul Capdeville,1496.3193850290863
Gregoire Barrere,1522.7159454896127
Marcos Giron,1333.635201557346
Seong Chan Hong,1488.776776304195
Arnaud Clement,1581.6869435148226
Marat Safin,1481.3101547202352
Ti Chen,1510.0
Nikoloz Basilashvili,1473.5832701688432
Thijs Boogaard,1501.6540960066673
Boris Becker,1338.8959552174585
Steve Darcis,1513.9825327993153
David Goffin,1283.7338044649198
Alvaro Guillen Meza,1536.7890910470085
Keaton Hance,1478.8499774443092
Kimmer Coppejans,1520.0
Ben Shelton,1660.3044473666207
Eddie Dibbs,1517.7909658117128
Christopher Eubanks,1623.5099644591312
Marcelo Arevalo,1552.722781100005
Lukas Lacko,1510.5752081279384
Terence Atmane,1508.8716176194175
Gavin Van Peperzeel,1490.0
Arnaud Boetsch,1503.2470298546928
Julien Boutter,1516.092886108756
James Blake,1574.4121586134024
Evgeny Korolev,1489.9257664468098
Aleksandre Metreveli,1496.146144989242
Sanam Singh,1490.3303850928314
Michael Chang,1681.4985598731248
Rafael Nadal,1859.7330052493605
Bernard Tomic,1511.2278677684992
Kaichi Uchida,1490.0
Daniel Gimeno Traver,1471.4002820947865
Stefan Koubek,1486.6704343080262
Naoki Nakagawa,1491.1152178165926
Mark Philippoussis,1540.6230165719946
Denis Shapovalov,1489.104143949173
Johan Sebastien Tatlot,1507.6526033036507
Gilles Muller,1612.5189990510332
Arthur Ashe,1500.8210040950635
Gonzalo Lama,1490.0
Brian Teacher,1480.0
Patrick Rafter,1738.1177984760914
Flavio Cobolli,1411.9616391041643
Goncalo Oliveira,1487.9263319906077
Evgeny Donskoy,1495.2983373912962
Brandon Nakashima,1651.4545539313071
Davide Sanguinetti,1455.1941994572044
Sascha Gueymard Wayenburg,1509.4249887221547
Gustavo Kuerten,1436.9307887994337
Blaz Kavcic,1465.0493011435353
Andrey Rublev,1563.009479219146
Ernesto Escobedo,1490.0
Gaston Etlis,1506.3222935522479
Duck Hee Lee,1473.4888467524302
Marc Polmans,1512.6454039797338
Pete Sampras,1707.3791908384267
Nicolas Escude,1457.0340632957589
Jose Luis Clerc,1521.3577964002666
Zhe Li,1524.7897328220818
Flavio Saretta,1493.5259570727976
Leandro Riedi,1503.8338284786555
Steve Johnson,1603.0766766571405
Luca Nardi,1526.9547372917673
Strong Kirchheimer,1510.0
Petros Tsitsipas,1489.1307917880206
Tim Mayotte,1461.5789458896431
Carlos Costa,1499.0315217661032
Daniel Masur,1480.3967496137197
Giorgio Galimberti,1492.5077548491452
Facundo Bagnis,1520.8178063616924
Alexey Vatutin,1521.1505083085644
Moez Echargui,1519.629920700217
N Sriram Balaji,1507.4162478543406
Mansour Bahrami,1489.0050176299153
Takao Suzuki,1486.7837120650995
Facundo Mena,1519.259043925359
Francisco Llanes,1506.3651465773185
Francisco Cerundolo,1470.6212765157013
Corrado Borroni,1507.0539768680712
Mario Vilella Martinez,1491.0387187151164
Igor Andreev,1492.908324077461
Yasutaka Uchiyama,1481.2907903583846
Alexandre Muller,1549.6219306688074
